JIRA_ID,JIRA_Type,JIRA_Priority,JIRA_Components,JIRA_Labels,JIRA_Sprint,JIRA_App_Name,JIRA_Reporter,JIRA_Assignee,JIRA_Start_Date,JIRA_End_Date,JIRA_Status,JIRA_Title,JIRA_Description,JIRA_Release_Fix_Version,JIRA_Team,JIRA_Confidence,JIRA_Created_Date,JIRA_Updated_Date,JIRA_Effort_Story_Points,CR_ID_Link_From_CSV_Example,JIRA_Linked_Issue_ID_Target,JIRA_Link_Type,JIRA_Watcher_User
NOVA-029,Feature,High,Payments;Mobile UI;Database,,Sprint 2 - Infra,,Jason_G,Matthew_D,2023-04-08,2023-04-09,Development,Facilitate bricks-and-clicks content,Full recently region pressure although both heart son.,v0.6.4-RC,Team Hydra,72,2023-04-05,2023-04-06,,,,,
NOVA-029,Feature,High,Payments;Mobile UI;Database,,Sprint 2 - Infra,,Jason_G,Matthew_D,2023-04-08,2023-04-09,Development,Facilitate bricks-and-clicks content,Full recently region pressure although both heart son.,v0.6.4-RC,Team Hydra,72,2023-04-05,2023-04-06,,,LOG-022,relates to,
NOVA-029,Feature,High,Payments;Mobile UI;Database,,Sprint 2 - Infra,,Jason_G,Matthew_D,2023-04-08,2023-04-09,Development,Facilitate bricks-and-clicks content,Full recently region pressure although both heart son.,v0.6.4-RC,Team Hydra,72,2023-04-05,2023-04-06,,,NOVA-013,blocks,
NOVA-029,Feature,High,Payments;Mobile UI;Database,,Sprint 2 - Infra,,Jason_G,Matthew_D,2023-04-08,2023-04-09,Development,Facilitate bricks-and-clicks content,Full recently region pressure although both heart son.,v0.6.4-RC,Team Hydra,72,2023-04-05,2023-04-06,,,,,John_H
NOVA-030,Business Outcome,Minor,Payments;Auth,security,Sprint 5 - Nova,,Jason_G,Jennifer_W,2024-01-30,2024-02-06,Open,Envisioneer collaborative models,Site as reveal decade represent color meeting environment.,v1.7.3-RC,Team Hydra,,2024-01-23,2024-01-27,2,,,,
NOVA-030,Business Outcome,Minor,Payments;Auth,security,Sprint 5 - Nova,,Jason_G,Jennifer_W,2024-01-30,2024-02-06,Open,Envisioneer collaborative models,Site as reveal decade represent color meeting environment.,v1.7.3-RC,Team Hydra,,2024-01-23,2024-01-27,2,,,,Joe_T
NOVA-030,Business Outcome,Minor,Payments;Auth,security,Sprint 5 - Nova,,Jason_G,Jennifer_W,2024-01-30,2024-02-06,Open,Envisioneer collaborative models,Site as reveal decade represent color meeting environment.,v1.7.3-RC,Team Hydra,,2024-01-23,2024-01-27,2,,,,David_T
NOVA-031,Task,High,,security;ProjectNova,Sprint 4 - Nova,MobileApp_Global,Maria_E,Maria_E,2024-02-12,2024-02-16,Pending,Engineer synergistic e-services,Quite us language lose mission however but growth rise religious our bank.,v1.9.4-RC,Team Hydra,,2024-02-04,2024-02-14,1,,,,
NOVA-031,Task,High,,security;ProjectNova,Sprint 4 - Nova,MobileApp_Global,Maria_E,Maria_E,2024-02-12,2024-02-16,Pending,Engineer synergistic e-services,Quite us language lose mission however but growth rise religious our bank.,v1.9.4-RC,Team Hydra,,2024-02-04,2024-02-14,1,,NOVA-020,duplicates,
NOVA-031,Task,High,,security;ProjectNova,Sprint 4 - Nova,MobileApp_Global,Maria_E,Maria_E,2024-02-12,2024-02-16,Pending,Engineer synergistic e-services,Quite us language lose mission however but growth rise religious our bank.,v1.9.4-RC,Team Hydra,,2024-02-04,2024-02-14,1,,,,Matthew_D
NOVA-031,Task,High,,security;ProjectNova,Sprint 4 - Nova,MobileApp_Global,Maria_E,Maria_E,2024-02-12,2024-02-16,Pending,Engineer synergistic e-services,Quite us language lose mission however but growth rise religious our bank.,v1.9.4-RC,Team Hydra,,2024-02-04,2024-02-14,1,,,,Alison_S
NOVA-031,Task,High,,security;ProjectNova,Sprint 4 - Nova,MobileApp_Global,Maria_E,Maria_E,2024-02-12,2024-02-16,Pending,Engineer synergistic e-services,Quite us language lose mission however but growth rise religious our bank.,v1.9.4-RC,Team Hydra,,2024-02-04,2024-02-14,1,,,,Bradley_S
NOVA-032,Business Outcome,Major,Auth;NFC,performance;ux,Sprint 1 - General,MobileApp_Global,Jessica_D,James_S,2023-03-20,2023-03-23,Open,Architect virtual e-commerce,Ok interesting civil thank for mouth take sort father.,v2.8.1-hotfix,Team Griffin,,2023-03-17,2023-03-22,13,,,,
NOVA-032,Business Outcome,Major,Auth;NFC,performance;ux,Sprint 1 - General,MobileApp_Global,Jessica_D,James_S,2023-03-20,2023-03-23,Open,Architect virtual e-commerce,Ok interesting civil thank for mouth take sort father.,v2.8.1-hotfix,Team Griffin,,2023-03-17,2023-03-22,13,,NOVA-002,sub-task of,
NOVA-032,Business Outcome,Major,Auth;NFC,performance;ux,Sprint 1 - General,MobileApp_Global,Jessica_D,James_S,2023-03-20,2023-03-23,Open,Architect virtual e-commerce,Ok interesting civil thank for mouth take sort father.,v2.8.1-hotfix,Team Griffin,,2023-03-17,2023-03-22,13,,,,Alison_S
NOVA-032,Business Outcome,Major,Auth;NFC,performance;ux,Sprint 1 - General,MobileApp_Global,Jessica_D,James_S,2023-03-20,2023-03-23,Open,Architect virtual e-commerce,Ok interesting civil thank for mouth take sort father.,v2.8.1-hotfix,Team Griffin,,2023-03-17,2023-03-22,13,,,,Alison_S
NOVA-032,Business Outcome,Major,Auth;NFC,performance;ux,Sprint 1 - General,MobileApp_Global,Jessica_D,James_S,2023-03-20,2023-03-23,Open,Architect virtual e-commerce,Ok interesting civil thank for mouth take sort father.,v2.8.1-hotfix,Team Griffin,,2023-03-17,2023-03-22,13,,,,Phillip_R
NOVA-033,Feature,High,,security,Sprint 1 - Nova,MobileApp_Global,David_T,Joe_T,2023-04-01,2023-04-16,Closed,Extend b2c deliverables,Bag business throughout cost use likely present.,v0.7.3,Team Phoenix,69,2023-03-25,2023-03-25,1,,,,
NOVA-033,Feature,High,,security,Sprint 1 - Nova,MobileApp_Global,David_T,Joe_T,2023-04-01,2023-04-16,Closed,Extend b2c deliverables,Bag business throughout cost use likely present.,v0.7.3,Team Phoenix,69,2023-03-25,2023-03-25,1,,,,Jennifer_W
NOVA-034,Feature,Medium,Mobile UI;Database;Auth,,Sprint 2 - General,AdminPortal,Bradley_S,Jason_G,2023-01-20,2023-01-29,Open,Redefine ubiquitous roi,Stop according why option do over military some player age region.,v0.7.4-beta,Team Phoenix,76,2023-01-12,2023-01-15,21,,,,
NOVA-034,Feature,Medium,Mobile UI;Database;Auth,,Sprint 2 - General,AdminPortal,Bradley_S,Jason_G,2023-01-20,2023-01-29,Open,Redefine ubiquitous roi,Stop according why option do over military some player age region.,v0.7.4-beta,Team Phoenix,76,2023-01-12,2023-01-15,21,,PERF-015,duplicates,
NOVA-034,Feature,Medium,Mobile UI;Database;Auth,,Sprint 2 - General,AdminPortal,Bradley_S,Jason_G,2023-01-20,2023-01-29,Open,Redefine ubiquitous roi,Stop according why option do over military some player age region.,v0.7.4-beta,Team Phoenix,76,2023-01-12,2023-01-15,21,,,,David_T
NOVA-034,Feature,Medium,Mobile UI;Database;Auth,,Sprint 2 - General,AdminPortal,Bradley_S,Jason_G,2023-01-20,2023-01-29,Open,Redefine ubiquitous roi,Stop according why option do over military some player age region.,v0.7.4-beta,Team Phoenix,76,2023-01-12,2023-01-15,21,,,,John_H
NOVA-034,Feature,Medium,Mobile UI;Database;Auth,,Sprint 2 - General,AdminPortal,Bradley_S,Jason_G,2023-01-20,2023-01-29,Open,Redefine ubiquitous roi,Stop according why option do over military some player age region.,v0.7.4-beta,Team Phoenix,76,2023-01-12,2023-01-15,21,,,,Justin_J
NOVA-035,Feature,Low,Auth;Mobile UI;API,security,Sprint 3 - General,,Matthew_D,Maria_E,2024-03-03,2024-03-22,Blocked,Envisioneer magnetic metrics,Color city but reduce subject despite number.,v0.3.1-hotfix,Team Phoenix,,2024-02-27,2024-03-12,8,,,,
NOVA-035,Feature,Low,Auth;Mobile UI;API,security,Sprint 3 - General,,Matthew_D,Maria_E,2024-03-03,2024-03-22,Blocked,Envisioneer magnetic metrics,Color city but reduce subject despite number.,v0.3.1-hotfix,Team Phoenix,,2024-02-27,2024-03-12,8,,,,Vickie_R
NOVA-035,Feature,Low,Auth;Mobile UI;API,security,Sprint 3 - General,,Matthew_D,Maria_E,2024-03-03,2024-03-22,Blocked,Envisioneer magnetic metrics,Color city but reduce subject despite number.,v0.3.1-hotfix,Team Phoenix,,2024-02-27,2024-03-12,8,,,,Bradley_S
NOVA-036,Bug,Major,NFC;Database;Payments,,Sprint 4 - General,AdminPortal,Justin_J,Phillip_R,2023-03-26,2023-03-27,Open,Cultivate intuitive bandwidth,Address per cause or skill law hotel share yes author some against claim.,v1.6.3-beta,Team Griffin,,2023-03-18,2023-03-18,13,,,,
NOVA-037,Epic,Minor,,,Sprint 3 - Nova,CoreBankingApp_Wallet,Maria_E,James_S,2024-02-26,2024-03-02,Release,Expedite integrated synergies,Value campaign its improve tend laugh carry structure degree explain future group process.,v0.7.5-hotfix,Team Griffin,,2024-02-17,2024-02-24,8,,,,
NOVA-037,Epic,Minor,,,Sprint 3 - Nova,CoreBankingApp_Wallet,Maria_E,James_S,2024-02-26,2024-03-02,Release,Expedite integrated synergies,Value campaign its improve tend laugh carry structure degree explain future group process.,v0.7.5-hotfix,Team Griffin,,2024-02-17,2024-02-24,8,,,,Jennifer_W
NOVA-037,Epic,Minor,,,Sprint 3 - Nova,CoreBankingApp_Wallet,Maria_E,James_S,2024-02-26,2024-03-02,Release,Expedite integrated synergies,Value campaign its improve tend laugh carry structure degree explain future group process.,v0.7.5-hotfix,Team Griffin,,2024-02-17,2024-02-24,8,,,,John_H
NOVA-038,Epic,Minor,Payments;Mobile UI;Auth,,Sprint 5 - Nova,,Nicolas_O,Joe_T,2023-09-03,2023-09-03,In Progress,Engage vertical content,Especially leave country century write listen side organization more senior follow imagine drop.,v1.9.2,Team Hydra,,2023-08-25,2023-08-29,3,,,,
NOVA-038,Epic,Minor,Payments;Mobile UI;Auth,,Sprint 5 - Nova,,Nicolas_O,Joe_T,2023-09-03,2023-09-03,In Progress,Engage vertical content,Especially leave country century write listen side organization more senior follow imagine drop.,v1.9.2,Team Hydra,,2023-08-25,2023-08-29,3,,NOVA-011,duplicates,
NOVA-038,Epic,Minor,Payments;Mobile UI;Auth,,Sprint 5 - Nova,,Nicolas_O,Joe_T,2023-09-03,2023-09-03,In Progress,Engage vertical content,Especially leave country century write listen side organization more senior follow imagine drop.,v1.9.2,Team Hydra,,2023-08-25,2023-08-29,3,,,,Justin_J
NOVA-038,Epic,Minor,Payments;Mobile UI;Auth,,Sprint 5 - Nova,,Nicolas_O,Joe_T,2023-09-03,2023-09-03,In Progress,Engage vertical content,Especially leave country century write listen side organization more senior follow imagine drop.,v1.9.2,Team Hydra,,2023-08-25,2023-08-29,3,,,,Linda_C
FEAT-039,Epic,Minor,Database,,Sprint 3 - Infra,AdminPortal,Justin_J,Nicolas_O,2023-11-26,2023-12-28,Review,Architect killer metrics,Reduce stage son middle add long young explain data.,v0.5.5-hotfix,Team Phoenix,71,2023-11-17,2023-12-14,8,,,,
FEAT-039,Epic,Minor,Database,,Sprint 3 - Infra,AdminPortal,Justin_J,Nicolas_O,2023-11-26,2023-12-28,Review,Architect killer metrics,Reduce stage son middle add long young explain data.,v0.5.5-hotfix,Team Phoenix,71,2023-11-17,2023-12-14,8,,NOVA-020,blocks,
FEAT-039,Epic,Minor,Database,,Sprint 3 - Infra,AdminPortal,Justin_J,Nicolas_O,2023-11-26,2023-12-28,Review,Architect killer metrics,Reduce stage son middle add long young explain data.,v0.5.5-hotfix,Team Phoenix,71,2023-11-17,2023-12-14,8,,,,Bradley_S
NOVA-040,Story,Minor,,ux;performance,Sprint 5 - General,,Frances_B,Frances_B,2023-10-21,2023-11-04,Closed,Redefine interactive deliverables,Few agree study watch possible care door cover wrong before bag region order.,v2.9.2,Team Hydra,,2023-10-19,2023-10-22,13,,,,
NOVA-040,Story,Minor,,ux;performance,Sprint 5 - General,,Frances_B,Frances_B,2023-10-21,2023-11-04,Closed,Redefine interactive deliverables,Few agree study watch possible care door cover wrong before bag region order.,v2.9.2,Team Hydra,,2023-10-19,2023-10-22,13,,NOVA-012,relates to,
NOVA-040,Story,Minor,,ux;performance,Sprint 5 - General,,Frances_B,Frances_B,2023-10-21,2023-11-04,Closed,Redefine interactive deliverables,Few agree study watch possible care door cover wrong before bag region order.,v2.9.2,Team Hydra,,2023-10-19,2023-10-22,13,,,,Lori_S
NOVA-040,Story,Minor,,ux;performance,Sprint 5 - General,,Frances_B,Frances_B,2023-10-21,2023-11-04,Closed,Redefine interactive deliverables,Few agree study watch possible care door cover wrong before bag region order.,v2.9.2,Team Hydra,,2023-10-19,2023-10-22,13,,,,Bradley_S
NOVA-041,Project,High,Payments,sprint-goal;ux;ProjectNova,Sprint 1 - Nova,CoreBankingApp_Wallet,Nicolas_O,Joe_T,2023-09-01,2023-09-13,In Progress,Morph end-to-end infrastructures,Most happen sister mission simply example window scene rest fall structure memory accept.,v0.8.1,Team Hydra,78,2023-08-25,2023-08-25,,,,,
NOVA-041,Project,High,Payments,sprint-goal;ux;ProjectNova,Sprint 1 - Nova,CoreBankingApp_Wallet,Nicolas_O,Joe_T,2023-09-01,2023-09-13,In Progress,Morph end-to-end infrastructures,Most happen sister mission simply example window scene rest fall structure memory accept.,v0.8.1,Team Hydra,78,2023-08-25,2023-08-25,,,NOVA-036,blocks,
NOVA-041,Project,High,Payments,sprint-goal;ux;ProjectNova,Sprint 1 - Nova,CoreBankingApp_Wallet,Nicolas_O,Joe_T,2023-09-01,2023-09-13,In Progress,Morph end-to-end infrastructures,Most happen sister mission simply example window scene rest fall structure memory accept.,v0.8.1,Team Hydra,78,2023-08-25,2023-08-25,,,,,John_H
NOVA-041,Project,High,Payments,sprint-goal;ux;ProjectNova,Sprint 1 - Nova,CoreBankingApp_Wallet,Nicolas_O,Joe_T,2023-09-01,2023-09-13,In Progress,Morph end-to-end infrastructures,Most happen sister mission simply example window scene rest fall structure memory accept.,v0.8.1,Team Hydra,78,2023-08-25,2023-08-25,,,,,Frances_B
NOVA-042,Project,Major,NFC,,Sprint 5 - Nova,,Jason_G,James_S,2023-11-05,2023-11-05,Review,Leverage synergistic niches,Friend go mission yard hope group send tax choice.,v2.8.4-RC,Team Hydra,,2023-11-05,2023-11-05,21,,,,
NOVA-042,Project,Major,NFC,,Sprint 5 - Nova,,Jason_G,James_S,2023-11-05,2023-11-05,Review,Leverage synergistic niches,Friend go mission yard hope group send tax choice.,v2.8.4-RC,Team Hydra,,2023-11-05,2023-11-05,21,,,,Phillip_R
NOVA-042,Project,Major,NFC,,Sprint 5 - Nova,,Jason_G,James_S,2023-11-05,2023-11-05,Review,Leverage synergistic niches,Friend go mission yard hope group send tax choice.,v2.8.4-RC,Team Hydra,,2023-11-05,2023-11-05,21,,,,Phillip_R
NOVA-042,Project,Major,NFC,,Sprint 5 - Nova,,Jason_G,James_S,2023-11-05,2023-11-05,Review,Leverage synergistic niches,Friend go mission yard hope group send tax choice.,v2.8.4-RC,Team Hydra,,2023-11-05,2023-11-05,21,,,,Doris_R
NOVA-043,Feature,High,,,Sprint 4 - Nova,,Alison_S,John_H,2023-03-12,2023-03-18,Open,Incubate killer portals,Do civil least direction carry thought movie baby idea particularly.,v0.8.5-hotfix,Team Phoenix,76,2023-03-05,2023-03-14,5,,,,
NOVA-043,Feature,High,,,Sprint 4 - Nova,,Alison_S,John_H,2023-03-12,2023-03-18,Open,Incubate killer portals,Do civil least direction carry thought movie baby idea particularly.,v0.8.5-hotfix,Team Phoenix,76,2023-03-05,2023-03-14,5,,NOVA-020,sub-task of,
NOVA-043,Feature,High,,,Sprint 4 - Nova,,Alison_S,John_H,2023-03-12,2023-03-18,Open,Incubate killer portals,Do civil least direction carry thought movie baby idea particularly.,v0.8.5-hotfix,Team Phoenix,76,2023-03-05,2023-03-14,5,,NOVA-038,blocks,
NOVA-043,Feature,High,,,Sprint 4 - Nova,,Alison_S,John_H,2023-03-12,2023-03-18,Open,Incubate killer portals,Do civil least direction carry thought movie baby idea particularly.,v0.8.5-hotfix,Team Phoenix,76,2023-03-05,2023-03-14,5,,,,Bradley_S
NOVA-043,Feature,High,,,Sprint 4 - Nova,,Alison_S,John_H,2023-03-12,2023-03-18,Open,Incubate killer portals,Do civil least direction carry thought movie baby idea particularly.,v0.8.5-hotfix,Team Phoenix,76,2023-03-05,2023-03-14,5,,,,Jason_G
NOVA-044,Story,Low,Database;Auth,ProjectNova;sprint-goal,Sprint 2 - General,,Jennifer_W,David_T,2024-01-24,2024-02-10,Development,Re-intermediate global info-mediaries,Side study community available cup rule.,v1.7.3-hotfix,Team Phoenix,,2024-01-23,2024-02-04,,,,,
NOVA-044,Story,Low,Database;Auth,ProjectNova;sprint-goal,Sprint 2 - General,,Jennifer_W,David_T,2024-01-24,2024-02-10,Development,Re-intermediate global info-mediaries,Side study community available cup rule.,v1.7.3-hotfix,Team Phoenix,,2024-01-23,2024-02-04,,,,,Phillip_R
NOVA-044,Story,Low,Database;Auth,ProjectNova;sprint-goal,Sprint 2 - General,,Jennifer_W,David_T,2024-01-24,2024-02-10,Development,Re-intermediate global info-mediaries,Side study community available cup rule.,v1.7.3-hotfix,Team Phoenix,,2024-01-23,2024-02-04,,,,,Frances_B
NOVA-044,Story,Low,Database;Auth,ProjectNova;sprint-goal,Sprint 2 - General,,Jennifer_W,David_T,2024-01-24,2024-02-10,Development,Re-intermediate global info-mediaries,Side study community available cup rule.,v1.7.3-hotfix,Team Phoenix,,2024-01-23,2024-02-04,,,,,Justin_J
NOVA-045,Feature,Major,,,Sprint 2 - Infra,,Justin_J,Jessica_D,2024-02-02,2024-02-14,Open,Monetize ubiquitous action-items,Me because yet reduce have find safe TV write perhaps particularly.,v0.7.0,Team Hydra,53,2024-01-24,2024-01-31,2,,,,
NOVA-045,Feature,Major,,,Sprint 2 - Infra,,Justin_J,Jessica_D,2024-02-02,2024-02-14,Open,Monetize ubiquitous action-items,Me because yet reduce have find safe TV write perhaps particularly.,v0.7.0,Team Hydra,53,2024-01-24,2024-01-31,2,,NOVA-035,duplicates,
NOVA-045,Feature,Major,,,Sprint 2 - Infra,,Justin_J,Jessica_D,2024-02-02,2024-02-14,Open,Monetize ubiquitous action-items,Me because yet reduce have find safe TV write perhaps particularly.,v0.7.0,Team Hydra,53,2024-01-24,2024-01-31,2,,,,John_H
NOVA-046,Business Outcome,Minor,,ux;tech-debt,Sprint 5 - General,,Dawn_M,James_S,2023-01-02,2023-01-11,Review,Expedite seamless applications,Garden throughout grow any thus blood film past partner shoulder.,v1.6.1,Team Phoenix,52,2023-01-01,2023-01-10,,,,,
NOVA-046,Business Outcome,Minor,,ux;tech-debt,Sprint 5 - General,,Dawn_M,James_S,2023-01-02,2023-01-11,Review,Expedite seamless applications,Garden throughout grow any thus blood film past partner shoulder.,v1.6.1,Team Phoenix,52,2023-01-01,2023-01-10,,,NOVA-004,relates to,
NOVA-046,Business Outcome,Minor,,ux;tech-debt,Sprint 5 - General,,Dawn_M,James_S,2023-01-02,2023-01-11,Review,Expedite seamless applications,Garden throughout grow any thus blood film past partner shoulder.,v1.6.1,Team Phoenix,52,2023-01-01,2023-01-10,,,,,Jessica_D
NOVA-046,Business Outcome,Minor,,ux;tech-debt,Sprint 5 - General,,Dawn_M,James_S,2023-01-02,2023-01-11,Review,Expedite seamless applications,Garden throughout grow any thus blood film past partner shoulder.,v1.6.1,Team Phoenix,52,2023-01-01,2023-01-10,,,,,Vickie_R
NOVA-046,Business Outcome,Minor,,ux;tech-debt,Sprint 5 - General,,Dawn_M,James_S,2023-01-02,2023-01-11,Review,Expedite seamless applications,Garden throughout grow any thus blood film past partner shoulder.,v1.6.1,Team Phoenix,52,2023-01-01,2023-01-10,,,,,David_T
NOVA-047,Project,Critical,NFC;Database,,Sprint 4 - Infra,,Dawn_M,Phillip_R,2023-08-06,2023-08-10,Closed,Redefine e-business infrastructures,Likely name election human include manage research room land Mrs improve.,v0.2.4-hotfix,Team Hydra,,2023-07-31,2023-08-02,3,,,,
NOVA-047,Project,Critical,NFC;Database,,Sprint 4 - Infra,,Dawn_M,Phillip_R,2023-08-06,2023-08-10,Closed,Redefine e-business infrastructures,Likely name election human include manage research room land Mrs improve.,v0.2.4-hotfix,Team Hydra,,2023-07-31,2023-08-02,3,,,,Dawn_M
NOVA-047,Project,Critical,NFC;Database,,Sprint 4 - Infra,,Dawn_M,Phillip_R,2023-08-06,2023-08-10,Closed,Redefine e-business infrastructures,Likely name election human include manage research room land Mrs improve.,v0.2.4-hotfix,Team Hydra,,2023-07-31,2023-08-02,3,,,,James_S
BUG-048,Epic,Major,Payments;Mobile UI;Auth,sprint-goal;tech-debt;security,Sprint 4 - Infra,MobileApp_Global,Dawn_M,Jessica_D,2023-04-09,2023-04-09,In Progress,Unleash out-of-the-box supply-chains,Rise able mother east six born defense new final memory that.,v0.1.4,Team Griffin,78,2023-04-08,2023-04-08,1,,,,
BUG-048,Epic,Major,Payments;Mobile UI;Auth,sprint-goal;tech-debt;security,Sprint 4 - Infra,MobileApp_Global,Dawn_M,Jessica_D,2023-04-09,2023-04-09,In Progress,Unleash out-of-the-box supply-chains,Rise able mother east six born defense new final memory that.,v0.1.4,Team Griffin,78,2023-04-08,2023-04-08,1,,,,Justin_J
NOVA-049,Feature,Major,Mobile UI,sprint-goal;tech-debt,Sprint 3 - Infra,MobileApp_Global,Justin_J,James_S,2023-07-05,2023-07-16,Pending,Re-intermediate dot-com experiences,American national tonight major just understand window.,v0.8.1-hotfix,Team Hydra,66,2023-07-05,2023-07-06,,,,,
NOVA-049,Feature,Major,Mobile UI,sprint-goal;tech-debt,Sprint 3 - Infra,MobileApp_Global,Justin_J,James_S,2023-07-05,2023-07-16,Pending,Re-intermediate dot-com experiences,American national tonight major just understand window.,v0.8.1-hotfix,Team Hydra,66,2023-07-05,2023-07-06,,,NOVA-030,sub-task of,
NOVA-049,Feature,Major,Mobile UI,sprint-goal;tech-debt,Sprint 3 - Infra,MobileApp_Global,Justin_J,James_S,2023-07-05,2023-07-16,Pending,Re-intermediate dot-com experiences,American national tonight major just understand window.,v0.8.1-hotfix,Team Hydra,66,2023-07-05,2023-07-06,,,NOVA-041,sub-task of,
NOVA-049,Feature,Major,Mobile UI,sprint-goal;tech-debt,Sprint 3 - Infra,MobileApp_Global,Justin_J,James_S,2023-07-05,2023-07-16,Pending,Re-intermediate dot-com experiences,American national tonight major just understand window.,v0.8.1-hotfix,Team Hydra,66,2023-07-05,2023-07-06,,,,,Phillip_R
BUG-050,Epic,Low,,ux;ProjectNova;performance,Sprint 3 - Infra,,John_H,Lori_S,2023-02-25,2023-03-07,In Progress,Harness viral e-services,Watch parent low pattern cold wide culture quite brother positive base place.,v0.5.1-RC,Team Hydra,,2023-02-23,2023-02-23,8,,,,
BUG-050,Epic,Low,,ux;ProjectNova;performance,Sprint 3 - Infra,,John_H,Lori_S,2023-02-25,2023-03-07,In Progress,Harness viral e-services,Watch parent low pattern cold wide culture quite brother positive base place.,v0.5.1-RC,Team Hydra,,2023-02-23,2023-02-23,8,,,,Linda_C
NOVA-051,Business Outcome,Medium,Mobile UI,,Sprint 2 - Nova,MobileApp_Global,Vickie_R,Alison_S,2023-05-30,2023-06-06,Review,Transition out-of-the-box e-commerce,Light necessary TV movie many write great record idea care today.,v0.2.0,Team Phoenix,,2023-05-28,2023-06-01,1,,,,
NOVA-051,Business Outcome,Medium,Mobile UI,,Sprint 2 - Nova,MobileApp_Global,Vickie_R,Alison_S,2023-05-30,2023-06-06,Review,Transition out-of-the-box e-commerce,Light necessary TV movie many write great record idea care today.,v0.2.0,Team Phoenix,,2023-05-28,2023-06-01,1,,,,Joe_T
NOVA-052,Project,Medium,,sprint-goal,Sprint 5 - Infra,,Phillip_R,Maria_E,2023-08-24,2023-09-30,Closed,Transition revolutionary niches,Sound among over control camera free manage food hear avoid happen.,v1.8.1-hotfix,Team Griffin,,2023-08-18,2023-09-21,13,,,,
NOVA-052,Project,Medium,,sprint-goal,Sprint 5 - Infra,,Phillip_R,Maria_E,2023-08-24,2023-09-30,Closed,Transition revolutionary niches,Sound among over control camera free manage food hear avoid happen.,v1.8.1-hotfix,Team Griffin,,2023-08-18,2023-09-21,13,,NOVA-045,sub-task of,
NOVA-052,Project,Medium,,sprint-goal,Sprint 5 - Infra,,Phillip_R,Maria_E,2023-08-24,2023-09-30,Closed,Transition revolutionary niches,Sound among over control camera free manage food hear avoid happen.,v1.8.1-hotfix,Team Griffin,,2023-08-18,2023-09-21,13,,FEAT-010,blocks,
NOVA-052,Project,Medium,,sprint-goal,Sprint 5 - Infra,,Phillip_R,Maria_E,2023-08-24,2023-09-30,Closed,Transition revolutionary niches,Sound among over control camera free manage food hear avoid happen.,v1.8.1-hotfix,Team Griffin,,2023-08-18,2023-09-21,13,,,,Maria_E
NOVA-053,Epic,Major,Payments;Auth,sprint-goal;tech-debt;security,Sprint 4 - General,AdminPortal,Joe_T,Frances_B,2023-10-19,2023-10-21,Closed,Brand cross-media action-items,Sign follow level lose support world quality stock mind black school.,v2.3.4-beta,Team Phoenix,85,2023-10-19,2023-10-20,1,,,,
NOVA-053,Epic,Major,Payments;Auth,sprint-goal;tech-debt;security,Sprint 4 - General,AdminPortal,Joe_T,Frances_B,2023-10-19,2023-10-21,Closed,Brand cross-media action-items,Sign follow level lose support world quality stock mind black school.,v2.3.4-beta,Team Phoenix,85,2023-10-19,2023-10-20,1,,NOVA-009,sub-task of,
NOVA-054,Story,High,Auth,ProjectNova;tech-debt,Sprint 1 - Nova,CoreBankingApp_Wallet,Phillip_R,Dawn_M,2024-04-04,2024-04-22,Release,Cultivate cross-platform channels,Cover past since produce I no financial pick.,v2.3.5-RC,Team Griffin,,2024-03-28,2024-03-31,,,,,
NOVA-054,Story,High,Auth,ProjectNova;tech-debt,Sprint 1 - Nova,CoreBankingApp_Wallet,Phillip_R,Dawn_M,2024-04-04,2024-04-22,Release,Cultivate cross-platform channels,Cover past since produce I no financial pick.,v2.3.5-RC,Team Griffin,,2024-03-28,2024-03-31,,,NOVA-023,relates to,
NOVA-054,Story,High,Auth,ProjectNova;tech-debt,Sprint 1 - Nova,CoreBankingApp_Wallet,Phillip_R,Dawn_M,2024-04-04,2024-04-22,Release,Cultivate cross-platform channels,Cover past since produce I no financial pick.,v2.3.5-RC,Team Griffin,,2024-03-28,2024-03-31,,,NOVA-024,blocks,
NOVA-054,Story,High,Auth,ProjectNova;tech-debt,Sprint 1 - Nova,CoreBankingApp_Wallet,Phillip_R,Dawn_M,2024-04-04,2024-04-22,Release,Cultivate cross-platform channels,Cover past since produce I no financial pick.,v2.3.5-RC,Team Griffin,,2024-03-28,2024-03-31,,,,,James_S
NOVA-055,Task,Minor,NFC;Auth;Database,security;tech-debt,Sprint 1 - Infra,,Frances_B,Frances_B,2023-11-19,2023-11-24,Release,Scale turn-key solutions,Popular deep range create point born seat issue none.,v2.3.4-RC,Team Phoenix,,2023-11-16,2023-11-19,13,,,,
NOVA-056,Story,Major,NFC,performance;ProjectNova,Sprint 3 - Nova,,John_H,Lori_S,2023-04-18,2023-04-21,Open,Cultivate viral paradigms,Technology into space business time trouble always ahead clearly.,v2.1.1,Team Hydra,,2023-04-11,2023-04-15,2,,,,
NOVA-056,Story,Major,NFC,performance;ProjectNova,Sprint 3 - Nova,,John_H,Lori_S,2023-04-18,2023-04-21,Open,Cultivate viral paradigms,Technology into space business time trouble always ahead clearly.,v2.1.1,Team Hydra,,2023-04-11,2023-04-15,2,,NOVA-007,sub-task of,
